Variable:,pr
,Bhutan,Bumthang,Chhukha,Gasa,Lhuentse,Monggar,Paro,Punakha,Thimphu,Trashiyangtse,Trashigang,Trongsa,Tsirang,Wangduephodrang,Dagana,Haa,Pemagatshel,Samdrupjongkhar,Samtse,Sarpang,Zhemgang
1917,2028.81,1666.69,2434.33,1375.61,1793.33,2340.14,1620.55,1611.53,1610.56,1824.62,2164.13,2142.10,2468.78,1970.28,2334.89,1958.10,2422.10,2293.92,2455.13,2510.22,2408.75
1918,2040.63,1694.18,2443.87,1391.08,1810.60,2335.65,1663.21,1633.95,1639.34,1826.91,2129.05,2162.18,2476.84,1993.93,2340.14,2006.04,2414.84,2251.95,2492.11,2517.35,2420.15
1919,2016.82,1651.07,2372.54,1298.32,1779.49,2387.25,1534.96,1542.17,1546.11,1814.70,2187.92,2153.80,2518.93,1946.39,2311.21,1863.90,2513.25,2349.17,2337.15,2585.84,2484.19
1920,1820.04,1486.39,2180.43,1212.75,1592.10,2113.60,1438.71,1424.27,1426.96,1609.73,1910.89,1931.56,2258.08,1761.97,2098.30,1742.20,2226.65,2053.34,2207.63,2314.11,2212.95
1921,2164.61,1778.68,2478.78,1397.45,1947.19,2594.33,1640.19,1654.30,1651.56,2000.54,2413.60,2300.83,2652.26,2076.63,2421.12,1983.31,2715.47,2596.65,2439.52,2723.67,2649.48
1922,2074.02,1689.15,2534.25,1332.16,1799.96,2405.50,1669.25,1592.98,1629.09,1816.95,2164.77,2203.46,2569.21,2000.64,2417.59,2041.42,2528.44,2315.64,2577.14,2634.41,2531.07
1923,1816.07,1467.33,2140.76,1213.52,1603.98,2121.07,1466.65,1425.82,1436.45,1649.55,1980.14,1892.32,2184.98,1735.32,2049.01,1766.63,2226.37,2131.03,2201.79,2239.50,2166.00
1924,2273.24,1874.10,2655.26,1423.31,2019.80,2723.69,1698.47,1702.05,1715.06,2060.43,2491.00,2437.89,2839.99,2182.06,2596.33,2072.39,2875.66,2678.29,2579.66,2929.96,2838.24
1925,1919.81,1524.05,2401.20,1234.82,1658.12,2214.19,1593.77,1470.11,1516.72,1699.81,2044.91,1978.51,2320.28,1811.81,2249.45,1956.76,2336.05,2210.17,2494.89,2382.38,2282.63
1926,1742.99,1393.61,2131.54,1161.30,1510.31,1998.49,1463.50,1371.40,1401.32,1543.97,1849.52,1810.90,2099.16,1667.04,2007.04,1777.61,2087.14,1977.62,2244.90,2141.10,2057.13
1927,2301.05,1919.45,2621.86,1453.75,2061.95,2780.25,1665.74,1734.86,1724.42,2090.44,2518.21,2505.98,2917.24,2237.20,2609.06,2019.10,2924.68,2703.73,2475.87,3001.41,2903.61
1928,1819.23,1448.16,2227.73,1199.57,1591.80,2103.59,1494.86,1413.59,1440.24,1645.29,1984.30,1872.99,2185.78,1722.44,2099.51,1817.46,2196.28,2122.35,2313.35,2233.22,2138.29
1929,2049.14,1671.71,2448.15,1327.62,1794.85,2400.60,1623.93,1577.21,1598.55,1819.32,2177.68,2174.90,2530.65,1972.20,2355.16,1973.06,2527.88,2344.68,2463.08,2600.10,2506.30
1930,1936.11,1600.56,2246.82,1314.55,1723.02,2257.94,1528.07,1539.78,1531.28,1752.17,2083.58,2060.29,2363.84,1885.96,2183.51,1833.09,2347.10,2217.88,2249.15,2409.85,2327.81
1931,1852.36,1493.99,2222.93,1276.02,1634.75,2121.23,1543.49,1487.97,1495.09,1681.05,1997.37,1914.39,2200.11,1779.18,2102.01,1858.97,2198.05,2131.33,2318.80,2237.30,2150.40
1932,1963.64,1585.15,2245.35,1242.92,1742.52,2378.10,1480.39,1470.25,1478.18,1800.82,2212.30,2076.74,2422.97,1858.54,2190.49,1788.34,2528.83,2402.58,2227.84,2511.48,2444.75
1933,1757.54,1402.50,2202.21,1182.91,1521.40,1986.70,1501.59,1392.41,1425.78,1555.37,1843.01,1806.21,2100.46,1676.07,2052.30,1828.31,2070.38,1966.80,2335.26,2139.30,2041.37
1934,2441.28,2016.13,2803.15,1500.57,2157.57,2976.55,1741.92,1802.75,1802.39,2178.61,2649.80,2674.00,3149.01,2366.02,2792.59,2121.82,3163.10,2873.03,2621.24,3259.07,3146.96
1935,1788.71,1452.76,2154.44,1182.06,1563.17,2049.05,1448.16,1408.84,1422.58,1598.61,1908.39,1873.05,2180.43,1724.17,2060.80,1755.23,2162.36,2064.97,2204.78,2227.32,2130.79
1936,2125.91,1747.44,2502.82,1405.88,1887.37,2516.68,1650.79,1635.58,1642.07,1916.78,2288.17,2261.36,2613.18,2046.09,2415.83,1997.46,2629.66,2443.50,2505.61,2682.73,2598.22
1937,1716.51,1365.52,2236.43,1164.11,1455.98,1875.86,1515.01,1393.27,1425.32,1469.51,1713.81,1758.30,2061.16,1654.92,2057.39,1855.10,1964.88,1844.90,2398.77,2089.90,1964.45
1938,2327.66,1911.48,2750.75,1515.65,2053.26,2756.26,1785.04,1759.86,1782.85,2085.81,2509.21,2481.09,2894.13,2231.28,2670.86,2167.42,2909.05,2698.18,2699.68,2982.18,2880.74
1939,1866.98,1516.99,2277.34,1232.87,1626.96,2156.69,1494.91,1452.21,1467.78,1650.63,1964.76,1971.24,2307.92,1800.47,2173.44,1816.76,2261.12,2095.26,2319.16,2360.81,2252.15
1940,2116.64,1739.79,2503.17,1372.82,1847.78,2488.93,1656.30,1635.32,1648.89,1852.81,2209.29,2273.92,2648.27,2055.77,2431.16,2010.30,2635.79,2391.28,2485.04,2726.44,2629.80
1941,1916.72,1485.45,2399.50,1148.80,1604.05,2233.65,1518.28,1412.38,1464.82,1653.40,2067.89,1986.43,2419.76,1789.27,2282.09,1871.02,2450.93,2312.97,2417.63,2519.76,2383.83
1942,2076.23,1723.96,2441.66,1410.42,1852.89,2427.76,1647.59,1636.91,1635.80,1868.06,2189.03,2216.36,2537.87,2021.87,2353.61,1985.51,2511.64,2320.28,2465.07,2588.25,2504.35
1943,1981.60,1592.91,2411.87,1279.28,1721.22,2304.31,1590.21,1522.61,1547.64,1752.34,2108.25,2078.38,2439.29,1892.78,2297.82,1941.85,2439.76,2294.56,2451.43,2505.32,2399.59
1944,1516.40,1163.34,1984.11,958.66,1261.99,1666.55,1371.18,1201.98,1252.66,1299.98,1572.09,1524.59,1807.89,1429.65,1804.23,1688.93,1775.81,1723.47,2194.32,1844.67,1736.73
1945,2021.48,1648.57,2439.88,1353.36,1778.30,2339.74,1641.47,1582.28,1599.90,1804.47,2141.55,2128.69,2462.09,1947.93,2321.92,1991.19,2430.21,2283.18,2498.16,2510.65,2412.78
1946,1979.76,1562.62,2439.70,1222.48,1683.39,2307.65,1595.54,1491.33,1541.23,1723.90,2120.24,2077.41,2472.09,1877.24,2323.06,1956.43,2465.96,2305.49,2484.84,2548.08,2431.92
1947,2150.98,1732.04,2587.98,1384.75,1858.60,2516.44,1670.66,1639.82,1660.69,1893.84,2295.50,2280.97,2704.46,2064.44,2503.71,2034.12,2684.71,2494.34,2555.75,2788.40,2660.16
1948,2233.94,1830.62,2547.56,1397.12,2015.17,2740.44,1638.87,1639.31,1654.36,2069.88,2526.31,2372.08,2719.54,2101.50,2486.86,1989.44,2910.88,2743.96,2485.27,2843.39,2821.90
1949,2023.37,1628.87,2355.90,1295.49,1807.65,2419.61,1553.91,1531.06,1538.44,1868.49,2261.80,2111.48,2439.18,1911.11,2268.14,1892.42,2612.07,2467.29,2384.09,2517.53,2465.41
1950,1814.86,1497.02,2130.67,1219.86,1632.80,2120.84,1430.08,1429.10,1423.20,1669.22,1975.08,1911.95,2204.69,1759.60,2052.39,1735.76,2185.44,2087.07,2168.15,2235.82,2143.11
1951,2173.01,1847.86,2356.77,1372.14,2044.80,2744.88,1503.39,1584.33,1572.57,2108.21,2551.12,2336.88,2606.43,2057.66,2364.69,1799.42,2848.65,2704.26,2166.60,2724.69,2753.51
1952,2156.99,1814.01,2403.93,1406.04,1998.51,2659.70,1603.27,1636.71,1598.40,2037.17,2424.55,2308.52,2583.87,2022.66,2312.34,1934.29,2768.47,2575.16,2389.16,2698.35,2718.29
1953,2048.13,1661.14,2399.83,1285.41,1789.25,2445.62,1561.91,1532.04,1555.42,1813.78,2222.85,2180.41,2540.50,1952.84,2340.95,1910.49,2614.55,2442.00,2389.44,2640.06,2571.99
1954,1982.47,1641.76,2307.91,1357.82,1778.25,2299.42,1604.50,1580.34,1578.67,1805.22,2125.58,2099.64,2373.03,1917.93,2215.78,1925.70,2382.37,2254.98,2336.33,2429.97,2379.37
1955,2107.80,1739.04,2468.44,1394.12,1873.54,2491.28,1655.30,1632.94,1640.39,1904.13,2271.92,2235.25,2552.25,2015.27,2376.72,2002.46,2597.55,2436.13,2490.56,2638.14,2586.63
1956,1898.71,1533.38,2320.88,1166.16,1638.01,2184.81,1470.85,1395.47,1445.25,1648.43,1985.76,2012.79,2420.42,1821.65,2236.28,1814.52,2406.23,2248.55,2320.50,2490.22,2357.15
1957,1518.94,1245.43,1792.40,968.43,1392.89,1840.56,1122.79,1127.60,1126.98,1437.14,1707.02,1595.48,1843.66,1413.24,1720.21,1359.07,1918.79,1839.95,1801.22,1906.56,1862.43
1958,1673.94,1349.54,1899.38,1108.38,1504.61,2002.15,1313.94,1297.70,1282.16,1541.38,1828.48,1768.87,2042.54,1588.02,1814.38,1596.70,2127.78,2022.90,1988.60,2090.13,2035.61
1959,1919.58,1531.29,2256.48,1252.14,1682.77,2254.39,1544.13,1477.46,1506.51,1726.22,2084.42,2010.83,2324.89,1819.88,2153.52,1869.70,2388.64,2255.53,2335.48,2416.16,2361.34
1960,1799.61,1536.42,2088.18,1268.67,1635.73,2069.30,1438.11,1492.95,1453.80,1637.25,1873.32,1928.83,2176.66,1772.03,2031.15,1732.72,2115.37,1946.93,2100.50,2198.26,2127.49
1961,1728.53,1460.86,2102.40,1215.50,1509.96,1941.46,1446.54,1422.31,1413.45,1499.57,1719.44,1868.65,2127.71,1763.65,2009.20,1788.70,1924.83,1763.41,2178.89,2102.19,1978.88
1962,2222.72,1986.35,2397.66,1705.26,2144.05,2602.87,1847.26,1886.50,1799.00,2150.71,2373.62,2385.30,2483.57,2236.60,2285.62,2212.19,2460.57,2384.55,2548.26,2475.80,2486.47
1963,2084.90,1757.68,2457.04,1475.65,1873.60,2417.48,1685.29,1718.82,1675.87,1877.86,2144.40,2245.61,2552.03,2079.00,2366.25,2047.86,2395.61,2210.81,2499.75,2549.47,2432.20
1964,1796.34,1448.05,2233.17,1160.08,1549.11,2057.67,1442.98,1385.13,1417.06,1587.31,1928.13,1850.45,2190.75,1687.71,2125.66,1758.29,2200.06,2076.26,2259.32,2281.60,2179.40
1965,1698.64,1399.99,2013.11,1105.60,1507.34,2034.14,1248.71,1296.22,1277.08,1555.54,1871.36,1803.04,2060.49,1622.94,1934.05,1518.84,2141.11,2016.53,2018.70,2130.81,2090.60
1966,1952.11,1702.11,2131.73,1340.09,1852.09,2344.18,1484.59,1512.55,1477.88,1885.08,2203.61,2097.87,2296.20,1897.06,2075.06,1775.99,2349.78,2297.15,2153.57,2336.77,2323.87
1967,1561.86,1240.61,1877.01,1010.08,1302.63,1790.72,1237.22,1222.71,1222.24,1329.53,1655.68,1667.16,1971.14,1494.33,1801.20,1513.89,1955.64,1819.15,1911.65,2032.96,1955.13
1968,2009.19,1679.38,2432.83,1454.95,1770.17,2208.05,1701.74,1708.46,1679.94,1770.40,2012.83,2095.42,2387.58,2000.73,2312.74,2061.38,2302.92,2167.25,2517.73,2409.92,2290.42
1969,1765.66,1438.00,2137.61,1167.83,1506.19,1971.20,1389.44,1412.06,1410.67,1535.16,1865.77,1865.91,2163.70,1722.63,2067.30,1706.14,2157.04,2034.84,2129.85,2228.93,2151.61
1970,2085.72,1637.41,2426.09,1284.28,1778.53,2554.80,1542.77,1521.91,1536.40,1862.61,2484.10,2166.33,2506.42,1899.32,2333.09,1864.44,2783.23,2693.53,2389.05,2675.71,2680.23
1971,1936.02,1664.18,2346.20,1443.71,1722.99,2109.87,1734.21,1645.53,1671.80,1703.36,1873.42,2047.58,2290.62,1974.52,2226.60,2051.39,2110.65,1938.65,2467.68,2259.34,2134.45
1972,1586.13,1292.43,1949.07,1092.58,1409.05,1781.33,1287.01,1286.42,1285.93,1426.96,1640.97,1674.53,1933.34,1563.65,1853.54,1550.19,1854.68,1748.48,1996.03,1932.55,1836.05
1973,2193.48,1770.53,2674.56,1487.16,1916.61,2488.61,1791.45,1701.96,1751.79,1943.43,2308.62,2306.26,2724.71,2124.59,2553.87,2103.43,2662.93,2456.06,2701.80,2777.40,2625.42
1974,2046.17,1610.00,2592.37,1295.37,1764.02,2299.28,1736.36,1571.25,1625.13,1802.20,2110.81,2137.62,2523.71,1946.32,2427.44,2159.22,2449.63,2297.88,2684.60,2567.75,2445.04
1975,1934.19,1507.72,2274.49,1183.89,1584.27,2387.56,1612.68,1386.25,1478.85,1631.60,2190.51,2015.51,2332.74,1751.94,2123.09,1959.35,2531.21,2334.12,2461.79,2485.95,2486.82
1976,1722.37,1368.97,2181.18,1143.41,1454.08,1909.44,1479.41,1359.53,1406.72,1472.24,1755.53,1787.43,2108.08,1650.10,2041.16,1796.52,2029.86,1956.56,2279.17,2143.40,2027.69
1977,2288.15,2016.28,2571.45,1639.74,2203.78,2743.58,1744.25,1906.37,1820.48,2190.55,2357.21,2477.65,2765.09,2335.43,2541.34,2070.33,2630.40,2460.60,2492.34,2738.58,2607.65
1978,2169.91,1881.96,2619.85,1581.72,2015.04,2476.13,1854.94,1781.27,1802.60,1985.51,2125.96,2326.63,2616.13,2219.96,2487.69,2193.01,2370.73,2130.45,2693.96,2562.23,2401.91
1979,1888.42,1503.74,2259.62,1239.82,1610.02,2218.85,1546.44,1434.90,1466.12,1650.94,2099.55,1956.02,2286.09,1751.34,2124.85,1862.16,2363.92,2247.90,2346.64,2389.07,2322.90
1980,1978.23,1703.41,2391.57,1408.26,1825.54,2232.51,1641.13,1655.52,1635.95,1805.57,1927.74,2123.56,2401.42,2019.17,2299.29,1983.37,2191.96,2004.43,2418.53,2364.94,2223.00
1981,1838.95,1492.13,2178.21,1196.94,1627.76,2175.84,1425.87,1403.50,1408.21,1653.32,1962.86,1976.99,2305.75,1784.86,2098.28,1725.24,2262.38,2103.71,2184.96,2348.15,2253.47
1982,1552.55,1182.44,1886.74,955.90,1279.02,1812.44,1195.61,1202.64,1200.57,1328.04,1688.03,1646.80,1997.53,1442.75,1836.67,1478.34,1989.34,1883.40,1850.12,2073.42,1987.68
1983,1680.28,1246.91,2150.89,961.67,1416.72,1939.41,1336.56,1206.36,1284.65,1479.05,1825.26,1776.20,2177.93,1562.12,2043.91,1639.66,2111.36,2015.52,2155.82,2221.17,2099.84
1984,2188.13,1682.93,2902.16,1391.80,1771.37,2350.54,1929.34,1725.61,1822.63,1790.71,2108.27,2289.06,2785.62,2083.93,2720.08,2357.41,2603.94,2319.04,2994.44,2865.44,2681.72
1985,2028.75,1667.64,2413.47,1370.87,1772.29,2273.90,1648.72,1642.61,1615.44,1777.84,2034.50,2191.41,2547.02,1980.80,2308.08,2023.04,2446.69,2199.67,2491.98,2603.32,2499.44
1986,1964.79,1648.01,2204.13,1262.77,1724.43,2363.77,1434.91,1510.17,1497.66,1743.60,2110.27,2164.99,2494.43,1915.24,2195.22,1721.97,2475.97,2318.88,2154.08,2569.60,2505.96
1987,1974.64,1546.10,2400.27,1243.79,1672.30,2214.67,1552.19,1465.58,1535.84,1742.01,2256.37,2004.42,2431.13,1841.52,2314.08,1853.92,2510.40,2437.15,2405.57,2582.76,2454.02
1988,2185.34,1677.59,2559.34,1320.63,1842.26,2691.67,1597.90,1597.70,1625.72,1927.28,2487.74,2312.73,2800.31,2000.19,2538.70,1917.92,2914.53,2771.34,2433.23,2947.40,2854.20
1989,1913.50,1537.63,2380.73,1262.90,1649.15,2212.23,1460.20,1523.74,1528.79,1660.27,1941.14,2044.51,2456.01,1884.60,2326.09,1782.34,2302.03,2060.48,2354.54,2494.59,2326.80
1990,2096.71,1762.65,2364.93,1436.68,1882.38,2514.24,1586.70,1663.12,1613.52,1909.76,2334.16,2204.33,2515.94,2015.41,2309.06,1909.80,2600.92,2490.84,2349.89,2618.47,2550.07
1991,2175.85,1816.18,2587.51,1484.04,1939.96,2538.01,1747.89,1703.29,1713.36,1958.94,2293.04,2319.38,2612.96,2133.55,2469.86,2110.48,2613.88,2435.43,2570.99,2660.36,2597.61
1992,1828.65,1481.36,2197.08,1174.13,1600.45,2176.73,1468.39,1414.80,1444.19,1616.91,1905.43,1969.05,2295.37,1774.58,2119.39,1773.05,2245.12,2019.77,2150.28,2335.26,2244.27
1993,1977.13,1586.73,2384.92,1277.74,1740.33,2293.57,1569.26,1577.71,1568.28,1772.57,2093.99,2073.89,2456.71,1885.71,2296.67,1903.41,2440.63,2295.19,2327.52,2525.98,2405.79
1994,1630.68,1388.11,1869.18,1116.01,1495.78,1898.81,1287.92,1286.97,1279.56,1504.57,1728.70,1750.09,1993.07,1605.59,1819.66,1535.51,1972.62,1832.07,1819.21,2026.33,1953.32
1995,1959.25,1592.96,2365.86,1244.17,1759.37,2242.73,1526.92,1510.77,1533.01,1802.58,2093.46,2075.42,2422.16,1900.38,2284.06,1868.86,2400.52,2259.03,2294.78,2473.47,2372.84
1996,1830.05,1524.77,2167.15,1317.90,1635.38,2074.16,1533.62,1520.01,1501.59,1641.23,1910.35,1925.43,2180.73,1792.41,2065.30,1829.62,2125.58,2006.55,2204.69,2204.67,2123.27
1997,1862.22,1525.01,2198.09,1299.74,1636.53,2127.40,1550.92,1536.02,1512.43,1643.61,1926.45,1967.11,2246.70,1812.10,2087.85,1876.48,2231.34,2072.06,2310.57,2276.29,2199.73
1998,2144.62,1760.73,2569.90,1477.92,1907.49,2453.13,1797.77,1728.84,1734.69,1929.75,2276.77,2227.65,2570.23,2050.94,2434.84,2164.31,2529.90,2393.03,2663.80,2629.91,2523.16
1999,2158.52,1771.07,2651.12,1592.12,1879.89,2364.41,1913.76,1876.57,1838.99,1845.08,2106.79,2266.43,2581.44,2139.49,2475.55,2314.03,2429.42,2197.32,2838.58,2587.20,2460.98
2000,2130.26,1763.43,2514.72,1542.55,1904.86,2432.52,1811.33,1801.94,1751.23,1897.36,2166.07,2229.16,2530.61,2072.45,2373.74,2167.45,2502.75,2335.53,2632.37,2567.18,2473.45
2001,2172.73,1774.94,2584.20,1478.23,1916.98,2524.53,1744.95,1734.67,1727.59,1937.23,2277.13,2304.70,2660.04,2118.78,2478.94,2093.89,2624.33,2425.78,2633.07,2714.40,2607.84
2002,1903.30,1584.84,2216.08,1314.49,1699.86,2217.01,1543.74,1530.02,1521.44,1708.47,1992.46,2029.41,2307.24,1857.29,2130.25,1844.08,2278.90,2116.77,2285.40,2348.23,2277.25
2003,2019.35,1688.88,2336.94,1419.35,1823.08,2348.39,1634.22,1630.84,1619.20,1839.25,2131.23,2148.90,2426.74,1976.33,2253.33,1948.25,2403.83,2227.88,2395.32,2467.29,2399.10
2004,2031.64,1711.36,2315.63,1433.85,1850.60,2367.65,1639.20,1655.70,1631.44,1868.58,2165.91,2175.42,2434.97,2002.46,2240.19,1946.07,2400.33,2248.01,2373.44,2457.82,2394.90
2005,1716.14,1445.18,1941.33,1199.47,1564.80,2028.59,1351.10,1378.83,1355.97,1577.59,1843.30,1829.69,2067.81,1668.86,1888.40,1597.58,2085.76,1954.86,1953.86,2110.60,2060.59
2006,1798.04,1505.04,2044.53,1237.23,1633.33,2126.31,1433.94,1444.25,1424.55,1643.06,1914.22,1926.83,2167.93,1762.15,1980.88,1706.57,2169.59,2023.68,2086.54,2204.90,2154.20
2007,2031.55,1697.03,2322.97,1403.21,1838.29,2395.11,1611.23,1628.37,1609.15,1861.31,2184.99,2159.74,2432.93,1977.54,2248.81,1916.10,2472.36,2319.59,2342.89,2484.78,2433.46
2008,2163.13,1805.23,2495.92,1545.72,1937.32,2491.35,1781.83,1786.65,1763.48,1955.26,2281.52,2292.29,2567.71,2129.73,2398.97,2117.29,2551.78,2412.80,2583.51,2595.18,2527.19
2009,1477.64,1206.36,1867.68,1021.74,1262.44,1631.72,1247.14,1198.14,1216.22,1268.49,1491.75,1560.29,1829.53,1451.90,1766.51,1507.58,1679.33,1567.29,1920.59,1839.42,1720.46
2010,2060.44,1653.18,2509.84,1372.41,1775.29,2357.94,1692.08,1626.45,1648.03,1811.96,2178.18,2156.59,2513.63,1985.14,2385.00,2054.40,2484.75,2348.72,2602.88,2564.01,2453.01
2011,1813.07,1496.31,2263.24,1378.15,1548.05,1944.89,1641.69,1577.68,1576.87,1522.07,1708.83,1916.65,2186.85,1825.32,2118.75,1957.66,1961.03,1757.85,2472.43,2177.14,2046.01
2012,1738.11,1441.06,2053.21,1136.83,1544.58,2037.41,1354.33,1333.38,1342.91,1582.17,1902.84,1849.62,2123.29,1673.57,1979.73,1644.09,2110.10,1986.39,2070.67,2179.75,2113.97
2013,2012.65,1725.90,2197.87,1477.86,1886.91,2392.93,1609.11,1686.34,1633.38,1899.38,2146.99,2170.68,2365.75,1998.33,2150.65,1861.51,2370.23,2230.91,2235.03,2378.88,2358.30
2014,1801.68,1571.04,2057.06,1328.68,1690.19,2068.22,1464.23,1524.40,1484.47,1686.17,1863.93,1943.03,2136.23,1815.30,1996.38,1724.26,2035.79,1879.41,2032.73,2134.87,2075.97
2015,1784.46,1414.80,2229.15,1161.30,1502.38,2018.09,1464.14,1405.46,1429.02,1523.65,1833.17,1875.78,2234.43,1728.62,2119.99,1784.83,2162.08,2008.53,2271.67,2285.56,2153.42
2016,1882.05,1601.59,2160.02,1380.22,1712.18,2162.74,1562.06,1577.62,1549.69,1702.60,1918.33,2018.86,2253.66,1875.80,2086.03,1837.51,2176.43,1980.99,2234.06,2272.37,2203.90
2017,2013.22,1666.90,2381.18,1372.69,1789.53,2338.97,1601.70,1592.36,1593.53,1809.64,2126.73,2134.83,2456.98,1952.59,2295.51,1922.47,2440.70,2269.74,2378.47,2513.39,2425.37
2018,1562.07,1322.92,1786.42,1162.92,1413.23,1766.13,1306.35,1337.62,1302.35,1413.99,1590.32,1668.63,1878.29,1567.20,1730.62,1518.08,1799.83,1659.40,1823.82,1891.99,1814.77
2019,1800.24,1499.37,2133.61,1289.15,1598.77,2034.94,1510.40,1503.01,1490.52,1602.08,1834.41,1916.14,2176.08,1790.06,2045.50,1795.58,2073.15,1912.43,2200.27,2191.17,2098.04
2020,2052.72,1664.08,2486.52,1363.97,1782.70,2374.38,1653.80,1609.04,1624.35,1803.82,2148.31,2174.53,2537.66,1987.26,2378.44,2006.23,2486.33,2296.82,2535.01,2593.77,2481.15
