Variable:,tas
,Mongolia,Arxangai,Bayan-O'lgii,Bayanxongor,Bulgan,Darxan-Uul,Dornod,Dornogovi,Dundgovi,Govisu'mber,Govi-Altai,Xentii,Xovd,Xo'vsgol,O'mnogovi,Orxon,O'vorxangai,Selenge,Su'xbaatar,To'v,Ulaanbaatar,Uvs,Zavxan
1924,-0.58,-3.92,-6.67,-0.12,-1.84,-1.02,-0.86,3.54,2.25,-1.11,0.47,-2.13,-0.96,-5.64,5.02,-1.75,1.34,-1.51,0.47,-2.11,-2.62,-3.79,-5.16
1925,-0.31,-3.68,-6.45,0.01,-1.52,-0.51,0.12,3.64,2.45,-0.73,0.51,-1.50,-0.86,-5.45,4.98,-1.38,1.56,-1.03,1.08,-1.64,-2.09,-3.57,-5.01
1926,-0.22,-3.45,-6.64,0.11,-1.25,-0.32,0.11,3.75,2.62,-0.59,0.51,-1.40,-0.96,-5.24,5.06,-1.13,1.78,-0.83,1.11,-1.44,-1.91,-3.63,-4.95
1927,-0.68,-4.08,-7.19,-0.17,-2.01,-1.15,-0.53,3.49,2.23,-1.09,0.34,-2.07,-1.35,-5.96,4.92,-1.92,1.31,-1.65,0.67,-2.14,-2.64,-4.23,-5.40
1928,-1.03,-4.45,-7.31,-0.29,-2.56,-1.77,-1.27,3.05,1.73,-1.81,0.27,-2.82,-1.50,-6.29,4.84,-2.53,1.00,-2.28,-0.07,-2.78,-3.32,-4.31,-5.53
1929,-1.22,-4.90,-7.80,-0.50,-2.95,-2.03,-1.01,3.04,1.63,-1.84,0.10,-2.79,-1.87,-6.99,4.75,-2.85,0.81,-2.54,0.15,-2.93,-3.45,-4.94,-6.03
1930,-1.02,-4.67,-7.51,-0.42,-2.70,-1.77,-0.75,3.28,1.80,-1.59,0.17,-2.57,-1.71,-6.56,4.83,-2.61,0.86,-2.28,0.43,-2.76,-3.29,-4.51,-5.75
1931,-1.23,-4.94,-7.81,-0.60,-2.92,-1.94,-1.11,3.13,1.70,-1.75,0.10,-2.75,-1.85,-6.91,4.77,-2.79,0.71,-2.46,0.09,-2.91,-3.42,-4.95,-6.09
1932,0.09,-3.13,-5.96,0.28,-0.87,0.10,0.51,3.86,2.84,-0.33,0.71,-1.09,-0.50,-4.75,5.24,-0.73,2.01,-0.40,1.32,-1.10,-1.55,-2.93,-4.59
1933,-1.30,-5.21,-7.83,-0.60,-3.20,-2.14,-0.94,2.95,1.47,-1.91,0.14,-2.80,-1.80,-7.23,4.75,-3.06,0.56,-2.65,0.17,-3.10,-3.59,-5.01,-6.16
1934,-1.10,-4.68,-7.95,-0.57,-2.58,-1.48,-0.44,3.04,1.68,-1.55,-0.11,-2.31,-2.12,-6.50,4.59,-2.40,0.80,-2.01,0.45,-2.57,-3.03,-4.81,-5.91
1935,-0.90,-4.49,-7.59,-0.29,-2.53,-1.57,-0.45,3.37,1.97,-1.34,0.24,-2.26,-1.63,-6.52,4.84,-2.42,1.12,-2.06,0.68,-2.50,-3.01,-4.67,-5.76
1936,-1.43,-4.96,-7.68,-0.60,-3.33,-2.50,-1.70,2.90,1.49,-2.24,-0.00,-3.35,-1.80,-7.00,4.49,-3.28,0.68,-3.00,-0.38,-3.40,-3.98,-4.73,-5.91
1937,-1.54,-4.98,-8.38,-0.78,-3.06,-2.20,-1.51,2.92,1.37,-2.18,-0.40,-3.19,-2.43,-7.09,4.62,-2.99,0.58,-2.72,-0.33,-3.18,-3.68,-5.37,-6.46
1938,-0.66,-4.11,-7.66,-0.29,-1.89,-0.80,-0.11,3.74,2.36,-0.84,-0.07,-1.68,-1.83,-6.01,5.16,-1.82,1.42,-1.37,1.00,-1.93,-2.40,-4.65,-5.81
1939,-0.21,-3.58,-7.03,0.20,-1.26,-0.32,0.24,3.89,2.66,-0.61,0.46,-1.35,-1.22,-5.29,5.42,-1.14,1.87,-0.82,1.21,-1.56,-2.07,-3.89,-5.17
1940,-0.56,-3.97,-6.79,0.17,-2.06,-1.36,-0.74,3.55,2.28,-1.20,0.68,-2.33,-0.97,-5.96,5.31,-2.07,1.57,-1.87,0.44,-2.19,-2.73,-3.94,-5.29
1941,-0.39,-3.62,-6.50,0.48,-1.81,-1.25,-0.92,3.50,2.32,-1.19,1.07,-2.30,-0.58,-5.61,5.44,-1.78,1.73,-1.67,0.38,-2.09,-2.67,-3.69,-4.87
1942,-0.56,-3.93,-6.99,-0.01,-1.97,-1.13,-0.58,3.69,2.40,-0.96,0.42,-1.97,-1.28,-5.92,5.18,-1.90,1.47,-1.65,0.73,-1.96,-2.45,-4.10,-5.34
1943,-0.60,-4.09,-7.39,-0.42,-1.93,-0.93,0.21,3.73,2.28,-0.86,-0.03,-1.53,-1.62,-5.84,4.91,-1.84,1.19,-1.44,1.29,-1.91,-2.39,-4.26,-5.66
1944,-1.37,-4.89,-8.01,-1.23,-2.58,-1.61,-0.31,2.94,1.39,-1.64,-0.89,-2.19,-2.44,-6.60,4.05,-2.47,0.36,-2.08,0.60,-2.67,-3.09,-5.03,-6.55
1945,-0.94,-4.41,-7.51,-0.40,-2.41,-1.53,-0.59,3.36,1.89,-1.37,-0.07,-2.24,-1.68,-6.31,4.83,-2.35,1.00,-2.02,0.62,-2.45,-2.91,-4.53,-5.98
1946,-0.34,-3.71,-6.99,0.28,-1.79,-1.02,-0.30,3.90,2.63,-0.73,0.61,-1.74,-1.22,-5.78,5.49,-1.74,1.78,-1.49,1.01,-1.78,-2.28,-3.92,-5.16
1947,-2.10,-5.52,-8.03,-1.35,-3.59,-2.85,-2.02,1.82,0.47,-2.88,-0.80,-3.85,-2.46,-7.44,3.71,-3.56,-0.15,-3.33,-1.06,-3.84,-4.31,-5.42,-6.83
1948,-0.24,-3.71,-6.72,0.08,-1.61,-0.46,0.57,4.03,2.58,-0.52,0.32,-1.21,-1.15,-5.57,5.28,-1.51,1.65,-0.99,1.45,-1.54,-1.99,-3.90,-5.38
1949,-0.69,-4.26,-7.34,-0.36,-2.20,-1.12,0.24,3.56,2.06,-1.08,0.03,-1.70,-1.59,-6.04,4.76,-2.12,1.13,-1.63,1.15,-2.18,-2.64,-4.20,-5.64
1950,-0.81,-4.21,-8.02,-0.35,-2.05,-0.93,-0.07,3.54,2.07,-1.12,-0.31,-1.80,-2.08,-6.00,4.84,-1.99,1.25,-1.49,1.02,-2.07,-2.56,-4.76,-6.02
1951,-0.72,-4.17,-6.99,-0.17,-2.26,-1.43,-0.32,3.41,2.10,-1.21,0.20,-2.17,-1.34,-6.11,4.90,-2.24,1.25,-1.94,0.67,-2.27,-2.74,-4.10,-5.52
1952,-1.29,-4.60,-8.05,-0.66,-2.53,-1.71,-1.21,2.71,1.48,-1.84,-0.15,-2.71,-2.03,-6.50,4.33,-2.48,0.74,-2.19,-0.13,-2.76,-3.26,-4.83,-5.91
1953,-0.66,-4.11,-6.58,-0.08,-2.02,-1.10,-0.62,3.23,1.92,-1.39,0.50,-2.25,-0.97,-5.80,4.90,-1.92,1.19,-1.63,0.41,-2.28,-2.77,-3.75,-5.35
1954,-1.54,-4.71,-8.47,-0.91,-2.62,-1.84,-1.67,2.61,1.31,-2.06,-0.56,-3.03,-2.44,-6.58,4.17,-2.54,0.61,-2.30,-0.46,-2.93,-3.45,-5.17,-6.19
1955,-0.70,-4.13,-6.89,-0.17,-2.13,-1.06,-0.56,3.40,2.00,-1.22,0.30,-2.09,-1.20,-5.97,4.82,-2.03,1.23,-1.61,0.50,-2.15,-2.64,-4.00,-5.42
1956,-1.79,-5.39,-7.98,-1.25,-3.28,-2.19,-1.97,2.39,1.02,-2.29,-0.57,-3.19,-2.11,-7.19,3.89,-3.25,0.11,-2.75,-0.62,-3.27,-3.74,-5.20,-6.54
1957,-1.50,-4.95,-7.07,-0.72,-3.14,-2.18,-1.81,2.18,1.15,-2.45,0.04,-3.35,-1.28,-6.75,4.04,-3.12,0.46,-2.74,-0.91,-3.24,-3.73,-4.32,-5.86
1958,-0.14,-3.46,-7.05,0.36,-1.47,-0.41,0.11,4.07,2.81,-0.41,0.75,-1.31,-1.05,-5.30,5.34,-1.38,1.87,-0.95,1.22,-1.42,-1.83,-3.79,-4.84
1959,-0.78,-4.42,-7.60,-0.64,-2.13,-0.86,0.18,3.64,2.19,-0.92,-0.23,-1.74,-1.85,-6.10,4.76,-2.01,1.05,-1.43,1.02,-2.03,-2.46,-4.58,-5.98
1960,-0.83,-4.25,-7.77,-0.48,-2.14,-1.13,-0.48,3.64,2.16,-0.99,-0.15,-1.96,-1.83,-6.10,4.80,-2.01,1.05,-1.64,0.83,-2.13,-2.60,-4.51,-5.69
1961,-0.42,-3.77,-7.16,-0.08,-1.73,-0.90,-0.01,4.25,2.68,-0.49,0.04,-1.54,-1.55,-5.78,5.22,-1.69,1.62,-1.40,1.41,-1.71,-2.16,-4.23,-5.54
1962,-0.28,-3.38,-6.04,0.19,-1.53,-0.80,-0.25,3.58,2.30,-0.94,0.73,-1.86,-0.57,-5.18,4.87,-1.54,1.65,-1.31,0.90,-1.90,-2.38,-3.20,-4.69
1963,0.41,-2.81,-6.01,0.93,-0.94,0.07,0.61,4.51,3.35,0.18,1.30,-0.77,-0.34,-4.86,5.82,-0.80,2.50,-0.43,1.82,-0.88,-1.32,-3.19,-4.34
1964,-0.89,-4.25,-6.93,-0.48,-2.04,-1.13,-0.65,2.89,1.73,-1.58,0.16,-2.35,-1.21,-5.97,4.43,-1.88,0.93,-1.64,0.22,-2.34,-2.80,-3.97,-5.47
1965,0.11,-2.99,-6.14,0.72,-1.07,-0.43,-0.56,4.33,3.11,-0.31,1.07,-1.46,-0.44,-5.00,5.72,-1.05,2.35,-0.92,1.33,-1.33,-1.83,-3.21,-4.53
1966,-0.58,-3.82,-6.83,0.01,-2.09,-1.38,-1.23,3.68,2.26,-1.12,0.66,-2.30,-0.83,-5.66,4.95,-2.13,1.37,-1.91,0.58,-2.25,-2.79,-3.53,-4.83
1967,-0.94,-4.26,-7.95,-0.61,-2.07,-1.01,0.15,3.14,2.03,-1.28,-0.45,-1.81,-2.18,-6.14,4.45,-1.98,1.14,-1.50,0.83,-2.08,-2.56,-4.98,-6.05
1968,-1.05,-4.59,-7.48,-0.81,-2.28,-1.18,-0.29,3.07,1.77,-1.28,-0.32,-2.01,-1.81,-6.31,4.25,-2.12,0.73,-1.68,0.51,-2.22,-2.61,-4.68,-5.96
1969,-1.65,-4.82,-8.25,-1.02,-2.79,-1.81,-2.09,2.34,1.14,-2.24,-0.42,-3.24,-2.22,-6.66,3.89,-2.67,0.37,-2.37,-0.73,-3.01,-3.47,-5.00,-6.05
1970,-1.23,-4.81,-7.39,-0.95,-2.77,-1.76,-0.78,3.03,1.56,-1.55,-0.36,-2.42,-1.72,-6.58,4.16,-2.69,0.55,-2.24,0.38,-2.79,-3.26,-4.55,-5.91
1971,-0.74,-4.36,-6.67,-0.26,-2.47,-1.36,-0.22,3.11,1.85,-1.41,0.44,-2.13,-1.01,-6.24,4.59,-2.31,1.12,-1.85,0.58,-2.38,-2.88,-3.74,-5.25
1972,-0.18,-3.40,-6.58,0.49,-1.53,-0.71,-0.63,3.84,2.85,-0.50,0.92,-1.78,-0.68,-5.46,5.40,-1.39,2.03,-1.24,0.71,-1.54,-2.05,-3.27,-4.60
1973,0.13,-3.20,-6.12,0.56,-1.20,-0.22,0.27,4.21,3.06,-0.06,1.01,-1.02,-0.45,-5.26,5.49,-1.01,2.14,-0.72,1.39,-1.08,-1.57,-3.19,-4.57
1974,-0.97,-4.23,-7.24,-0.46,-2.26,-1.38,-0.96,3.06,1.78,-1.39,0.11,-2.39,-1.46,-6.16,4.41,-2.19,0.99,-1.89,0.20,-2.38,-2.86,-4.25,-5.54
1975,0.01,-3.53,-6.75,0.12,-1.19,-0.22,0.75,4.63,3.14,0.05,0.33,-0.92,-1.11,-5.36,5.50,-1.04,1.95,-0.70,1.93,-1.09,-1.52,-3.77,-5.09
1976,-0.92,-4.47,-7.18,-0.62,-2.38,-1.32,-0.56,3.30,1.97,-1.26,-0.11,-2.07,-1.48,-6.45,4.55,-2.15,1.03,-1.79,0.68,-2.28,-2.75,-4.22,-5.74
1977,-0.35,-3.46,-6.52,0.23,-1.42,-0.70,-0.49,3.50,2.38,-0.91,0.62,-1.80,-0.89,-5.38,5.00,-1.25,1.73,-1.17,0.79,-1.72,-2.21,-3.58,-4.85
1978,0.23,-2.85,-5.73,0.92,-0.99,-0.38,-0.11,4.00,3.01,-0.48,1.27,-1.56,-0.14,-4.69,5.72,-0.98,2.40,-0.88,1.07,-1.40,-1.95,-2.69,-4.08
1979,0.47,-2.29,-5.54,1.15,-0.58,-0.14,-0.21,4.05,2.95,-0.53,1.69,-1.61,0.34,-3.98,5.70,-0.64,2.54,-0.66,1.14,-1.36,-1.94,-2.02,-3.29
1980,-0.40,-3.55,-6.60,0.29,-1.73,-1.03,-0.59,3.66,2.46,-0.95,0.73,-2.02,-0.87,-5.63,5.20,-1.74,1.81,-1.52,0.72,-1.98,-2.55,-3.82,-5.03
1981,-0.60,-4.10,-6.93,-0.25,-2.02,-0.81,-0.11,3.57,2.49,-0.68,0.08,-1.50,-1.44,-6.05,4.93,-1.94,1.44,-1.31,0.91,-1.77,-2.21,-4.33,-5.68
1982,0.42,-3.13,-5.52,0.78,-1.13,-0.25,0.79,4.59,3.36,0.08,1.25,-0.84,0.01,-5.02,5.89,-1.01,2.37,-0.75,1.84,-1.07,-1.62,-2.79,-4.32
1983,-0.19,-3.96,-6.35,-0.00,-1.72,-0.41,0.42,4.21,2.89,-0.33,0.41,-1.11,-0.87,-5.66,5.27,-1.56,1.62,-0.95,1.49,-1.45,-1.96,-3.77,-5.27
1984,-1.41,-4.83,-8.38,-1.34,-2.37,-1.43,-0.91,3.10,1.73,-1.45,-0.99,-2.45,-2.53,-6.34,4.13,-2.27,0.44,-1.95,0.23,-2.50,-2.99,-5.19,-6.45
1985,-1.01,-4.28,-7.31,-0.51,-2.20,-1.36,-0.86,2.87,1.79,-1.57,-0.01,-2.52,-1.51,-6.06,4.49,-2.14,1.00,-1.88,0.04,-2.48,-3.01,-4.32,-5.65
1986,-0.31,-3.53,-6.74,0.32,-1.54,-0.49,0.15,3.34,2.42,-0.87,0.73,-1.62,-1.01,-5.51,5.10,-1.42,1.88,-1.00,0.74,-1.71,-2.22,-3.81,-4.98
1987,-0.39,-3.48,-6.40,0.34,-1.50,-1.00,-0.87,3.38,2.24,-1.36,0.84,-2.43,-0.57,-5.30,5.22,-1.48,1.72,-1.50,0.31,-2.14,-2.76,-3.27,-4.60
1988,-0.15,-3.52,-6.50,0.13,-1.43,-0.49,0.44,3.84,2.44,-0.74,0.72,-1.41,-0.73,-5.18,5.09,-1.31,1.65,-0.97,1.36,-1.73,-2.20,-3.42,-4.70
1989,0.67,-2.71,-5.53,1.15,-0.84,0.05,0.92,4.83,3.58,0.35,1.55,-0.69,-0.01,-4.67,6.11,-0.70,2.78,-0.43,2.01,-0.76,-1.21,-2.62,-3.93
1990,0.61,-2.66,-5.23,1.03,-0.55,0.22,0.87,4.36,3.28,-0.20,1.49,-1.01,0.24,-4.31,5.97,-0.54,2.56,-0.32,1.69,-1.04,-1.63,-2.30,-3.75
1991,-0.02,-3.50,-5.86,0.46,-1.59,-0.68,0.06,4.02,2.76,-0.54,0.99,-1.59,-0.24,-5.26,5.45,-1.51,1.91,-1.18,1.14,-1.69,-2.21,-3.02,-4.54
1992,0.16,-3.27,-6.22,0.43,-1.07,-0.02,0.75,4.25,3.05,-0.20,0.72,-0.91,-0.62,-4.94,5.43,-0.95,2.03,-0.50,1.72,-1.16,-1.71,-3.10,-4.51
1993,-0.24,-3.84,-6.64,-0.26,-1.52,-0.35,0.70,4.01,2.58,-0.42,0.32,-1.12,-0.96,-5.43,4.89,-1.48,1.37,-0.87,1.54,-1.54,-1.97,-3.55,-5.00
1994,0.72,-2.78,-5.47,1.05,-0.76,0.10,0.95,4.91,3.64,0.40,1.59,-0.63,0.22,-4.57,6.16,-0.65,2.61,-0.40,2.07,-0.79,-1.25,-2.34,-3.76
1995,0.93,-2.23,-5.46,1.14,-0.10,0.79,1.45,5.03,3.87,0.65,1.35,-0.16,0.07,-3.99,6.08,-0.03,2.97,0.32,2.47,-0.31,-0.80,-2.42,-3.79
1996,-0.10,-3.21,-6.37,0.34,-1.26,-0.63,0.05,3.78,2.56,-0.80,0.83,-1.64,-0.56,-4.95,5.20,-1.17,1.88,-1.09,1.06,-1.74,-2.29,-3.25,-4.42
1997,0.97,-2.02,-4.63,1.55,-0.25,0.57,0.68,4.67,3.47,0.07,2.13,-0.95,0.91,-3.72,6.14,-0.23,2.96,-0.02,1.77,-0.85,-1.44,-1.68,-3.13
1998,1.66,-1.34,-4.59,2.23,0.50,1.06,1.44,5.45,4.23,0.86,2.76,-0.08,1.21,-3.13,6.93,0.56,3.71,0.61,2.64,0.02,-0.52,-1.24,-2.35
1999,1.18,-1.98,-4.92,1.69,-0.14,0.55,0.83,5.13,3.85,0.57,2.32,-0.47,0.91,-3.74,6.51,-0.00,3.13,0.09,2.16,-0.43,-0.95,-1.64,-2.86
2000,0.27,-3.16,-5.77,0.65,-1.21,-0.42,0.31,4.33,3.12,-0.20,1.24,-1.17,-0.13,-4.95,5.75,-1.15,2.23,-0.86,1.50,-1.32,-1.82,-2.74,-4.16
2001,0.85,-2.39,-5.23,1.54,-0.67,0.03,0.55,4.81,3.63,0.01,2.05,-1.01,0.49,-4.39,6.39,-0.58,3.07,-0.45,1.73,-0.81,-1.39,-2.07,-3.35
2002,1.27,-2.03,-4.89,1.70,0.05,0.81,1.46,5.39,4.06,0.75,2.04,-0.11,0.68,-3.78,6.59,0.14,3.25,0.31,2.63,-0.24,-0.77,-1.87,-3.22
2003,0.24,-2.99,-6.16,0.73,-1.03,-0.28,0.60,4.22,3.13,-0.33,1.00,-1.24,-0.52,-4.80,5.75,-1.00,2.35,-0.81,1.37,-1.23,-1.78,-3.02,-4.24
2004,1.28,-1.95,-5.07,1.72,-0.16,0.65,1.32,5.49,4.14,0.83,2.18,-0.23,0.65,-3.75,6.71,-0.09,3.28,0.13,2.61,-0.32,-0.86,-1.88,-3.09
2005,-0.11,-3.49,-7.02,0.25,-1.48,-0.53,0.44,4.54,3.04,-0.23,0.42,-1.23,-1.37,-5.43,5.64,-1.43,2.01,-1.07,1.68,-1.42,-1.97,-4.17,-5.26
2006,1.08,-2.14,-5.01,1.71,-0.34,0.35,0.44,5.31,4.09,0.70,2.13,-0.66,0.70,-4.17,6.76,-0.37,3.30,-0.20,2.14,-0.48,-1.07,-2.08,-3.33
2007,2.39,-0.83,-4.22,2.68,1.33,2.22,2.32,6.77,5.61,2.47,2.91,1.31,1.40,-2.75,7.77,1.41,4.51,1.68,3.84,1.42,0.95,-1.11,-2.28
2008,1.29,-1.98,-4.92,1.60,-0.05,0.78,1.52,5.51,4.21,0.97,2.02,-0.05,0.67,-3.87,6.62,-0.02,3.28,0.26,2.72,-0.11,-0.61,-1.93,-3.27
2009,0.69,-2.41,-5.82,1.39,-0.57,0.04,0.22,4.94,3.64,0.21,1.71,-1.08,0.00,-4.43,6.46,-0.57,2.99,-0.47,1.80,-0.88,-1.50,-2.81,-3.83
2010,-0.42,-3.75,-6.83,0.02,-1.86,-1.07,-0.57,4.00,2.45,-0.86,0.62,-2.11,-0.96,-5.59,5.34,-1.84,1.62,-1.59,0.83,-2.06,-2.66,-3.87,-5.04
2011,0.04,-3.72,-6.28,0.27,-1.64,-0.50,0.55,4.45,2.94,-0.20,0.88,-1.00,-0.56,-5.45,5.52,-1.57,1.80,-1.03,1.72,-1.42,-1.88,-3.32,-4.71
2012,-0.62,-4.01,-6.64,0.01,-2.26,-1.40,-0.67,3.40,2.15,-1.19,0.61,-2.30,-0.90,-5.89,4.99,-2.23,1.43,-1.93,0.39,-2.39,-2.95,-3.74,-5.02
2013,1.00,-2.34,-4.78,1.73,-0.69,-0.06,0.21,5.16,3.98,0.51,2.22,-0.96,0.83,-4.26,6.74,-0.76,3.17,-0.61,1.92,-0.83,-1.45,-1.83,-3.19
2014,1.30,-2.22,-5.48,1.50,-0.23,0.74,1.40,6.14,4.54,1.42,1.83,0.16,0.20,-3.97,6.99,-0.21,3.22,0.18,3.17,-0.11,-0.61,-2.30,-3.42
2015,1.69,-1.53,-4.39,2.11,0.37,1.15,1.64,5.62,4.50,1.14,2.63,0.10,1.23,-3.20,7.04,0.31,3.67,0.59,2.83,0.15,-0.41,-1.26,-2.61
2016,0.78,-2.56,-5.49,1.36,-0.79,0.08,0.55,4.98,3.74,0.18,1.88,-0.88,0.29,-4.40,6.46,-0.81,2.88,-0.49,1.97,-0.88,-1.46,-2.51,-3.76
2017,1.89,-1.28,-4.32,2.52,0.56,1.21,1.33,6.01,4.82,1.32,3.00,0.05,1.42,-3.09,7.51,0.48,4.07,0.62,2.90,0.19,-0.44,-1.18,-2.36
2018,1.18,-1.91,-5.71,1.58,-0.06,0.77,1.39,5.45,4.10,0.86,1.93,-0.11,0.10,-3.76,6.62,-0.09,3.26,0.24,2.72,-0.22,-0.73,-2.45,-3.37
2019,1.32,-1.85,-5.32,1.78,0.12,1.03,1.55,5.49,4.25,1.07,2.13,0.02,0.43,-3.71,6.73,0.13,3.38,0.47,2.68,-0.00,-0.50,-2.27,-3.28
2020,1.31,-1.97,-4.72,1.69,0.15,0.98,1.58,5.04,4.12,0.77,2.14,-0.18,0.77,-3.62,6.71,0.13,3.37,0.44,2.35,-0.13,-0.71,-1.72,-3.14
