Variable:,pr
,Jordan,Ajloon,Balqa,Aqaba,Karak,Amman,Tafiela,Irbid,Jarash,Ma'an,Madaba,Mafraq,Zarqa
1924,121.60,493.50,439.94,56.26,264.33,209.62,176.11,508.37,492.99,66.40,352.15,101.33,117.70
1925,80.83,281.70,249.63,61.54,156.87,119.01,107.06,290.86,281.40,49.59,199.28,73.53,64.48
1926,109.03,466.20,409.02,49.75,238.70,191.52,148.99,480.62,465.72,56.91,316.72,90.65,107.06
1927,114.32,437.30,392.14,53.24,251.04,193.66,165.11,442.48,436.85,64.58,320.28,98.31,104.92
1928,96.32,421.30,374.86,37.15,221.81,175.92,127.57,431.80,420.86,49.23,299.08,77.80,95.61
1929,113.52,460.30,406.98,57.54,240.60,192.00,160.19,481.77,459.82,62.33,320.08,95.84,106.77
1930,86.31,338.30,306.82,50.88,196.88,145.99,134.77,344.62,337.93,48.37,255.76,69.05,75.20
1931,112.99,488.90,438.80,51.00,262.90,207.31,161.92,482.17,488.38,60.01,355.47,86.62,109.80
1932,66.50,253.30,227.55,34.34,144.49,111.58,92.40,248.24,253.04,37.53,186.24,57.91,60.52
1933,69.62,258.80,235.40,43.32,154.84,116.35,105.23,246.55,258.53,41.22,197.72,56.66,60.44
1934,105.76,482.40,430.63,47.44,257.45,198.17,155.94,456.75,481.88,54.81,346.14,77.21,103.05
1935,106.28,440.40,385.05,43.51,221.24,176.20,141.66,463.60,439.94,55.51,295.93,97.08,100.82
1936,104.52,444.40,393.27,46.27,228.83,178.33,150.96,466.56,443.92,54.03,309.70,89.06,98.38
1937,103.22,387.90,353.88,57.14,226.80,172.73,152.36,389.99,387.48,59.46,298.00,86.93,88.46
1938,154.35,617.40,550.79,65.74,350.04,265.00,229.99,649.35,616.76,85.33,445.61,127.25,147.67
1939,129.20,538.60,484.40,59.66,290.21,228.88,191.26,514.96,538.04,71.64,393.58,101.37,130.36
1940,106.25,468.40,412.73,43.14,208.53,179.67,123.45,513.34,467.93,49.62,316.15,100.67,103.02
1941,111.22,435.70,390.34,53.41,270.03,194.49,181.72,455.28,435.25,65.03,322.19,82.31,105.09
1942,119.82,437.30,391.14,58.83,269.22,197.58,178.10,473.87,436.90,68.92,321.73,100.82,119.26
1943,127.18,508.90,451.36,54.26,286.26,222.05,179.11,531.36,508.40,69.75,360.74,106.27,120.60
1944,175.32,659.40,601.30,85.13,419.04,302.04,282.25,703.79,658.72,101.48,512.23,137.75,153.36
1945,125.78,471.80,431.29,63.11,284.79,216.77,193.44,478.78,471.31,72.31,365.05,103.85,107.60
1946,80.67,297.50,264.71,41.80,167.11,130.70,113.54,320.24,297.20,45.11,212.55,73.61,71.72
1947,78.00,304.20,273.68,39.01,166.13,131.53,109.56,318.07,303.89,42.41,223.00,67.98,72.22
1948,118.74,504.60,451.56,49.62,241.52,210.01,154.96,519.65,504.08,58.53,357.64,106.94,114.22
1949,150.08,644.90,578.41,65.63,323.04,272.70,208.05,647.80,644.22,79.89,462.65,121.36,142.07
1950,100.87,357.00,317.25,60.71,204.42,154.48,147.46,377.03,356.64,60.80,254.94,90.88,84.80
1951,105.46,473.40,426.05,36.75,247.35,197.13,149.14,471.41,472.89,50.47,345.75,86.49,102.33
1952,87.87,304.10,268.68,38.89,207.13,142.65,147.67,338.00,303.79,52.62,220.36,73.14,84.81
1953,151.05,623.60,560.25,64.29,312.53,266.67,207.55,675.71,622.95,80.33,448.89,126.49,151.50
1954,125.88,416.60,382.30,81.23,270.24,196.67,213.68,490.15,416.16,82.09,327.95,98.33,107.20
1955,77.61,350.70,304.02,31.42,153.50,127.71,95.51,365.36,350.33,35.97,226.40,74.72,75.03
1956,84.86,349.40,322.74,31.07,208.23,155.70,118.41,350.54,349.03,41.79,278.70,71.50,78.61
1957,136.84,543.40,492.94,66.61,299.08,239.39,200.24,531.14,542.84,79.22,406.56,109.00,129.17
1958,50.03,236.30,202.04,19.48,105.37,84.46,60.66,238.99,236.05,22.05,146.87,47.71,47.09
1959,84.32,334.50,299.08,35.35,209.02,146.69,129.87,347.96,334.16,45.53,247.61,68.68,76.76
1960,55.60,281.00,231.86,18.73,115.57,94.06,65.19,297.84,280.70,25.28,154.89,49.57,59.47
1961,123.65,516.20,465.46,55.74,278.25,219.43,170.35,532.97,515.65,62.75,380.10,104.22,117.56
1962,51.03,237.60,201.99,19.64,106.96,84.90,70.57,261.43,237.34,25.63,144.94,44.10,47.75
1963,114.28,409.70,362.63,63.82,250.51,176.14,166.20,422.56,409.28,66.35,293.71,104.59,94.24
1964,109.25,456.10,405.92,43.16,268.77,195.39,160.86,492.46,455.63,56.21,330.83,87.14,106.24
1965,119.98,433.30,411.65,56.48,296.25,217.63,206.88,429.07,432.84,70.37,373.61,90.15,106.36
1966,115.97,499.60,434.14,62.78,231.61,198.00,160.60,483.25,499.08,67.92,325.18,90.99,115.24
1967,128.29,561.90,490.23,60.42,273.66,221.82,163.45,554.03,561.33,63.98,373.88,112.35,127.82
1968,114.61,403.40,365.32,83.16,260.72,179.47,173.14,437.46,402.97,74.99,309.00,86.52,89.40
1969,107.06,418.30,367.13,57.62,203.82,171.17,118.93,445.38,417.88,57.60,282.61,102.04,101.82
1970,82.29,378.20,331.36,31.67,192.85,149.56,122.93,392.72,377.80,41.05,256.19,63.55,83.74
1971,145.80,552.10,484.77,85.44,318.95,232.75,222.53,553.75,551.51,87.15,383.24,122.53,123.50
1972,103.74,360.20,322.64,55.29,216.66,162.94,163.17,359.45,359.83,63.21,264.92,92.66,90.92
1973,71.11,369.30,328.00,24.14,152.21,138.48,72.62,359.68,368.91,29.46,252.40,58.73,78.75
1974,160.22,630.00,573.81,67.89,407.16,287.79,264.15,620.48,629.33,92.46,490.20,119.08,144.49
1975,98.00,369.70,328.40,45.49,214.93,160.86,163.09,383.42,369.32,55.87,264.62,83.77,91.68
1976,85.23,318.90,275.49,51.18,156.54,128.58,101.31,364.80,318.58,46.47,206.53,83.53,77.92
1977,116.76,456.80,414.66,50.53,263.03,199.87,152.17,470.47,456.32,60.51,346.52,105.69,105.37
1978,68.39,287.50,257.85,55.01,134.92,118.68,79.59,314.17,287.20,39.87,204.77,48.72,65.42
1979,127.09,510.60,474.11,63.66,290.33,228.01,186.38,500.89,510.06,69.26,406.80,100.09,120.70
1980,148.47,593.50,532.70,71.04,333.20,268.48,257.93,572.91,592.89,90.47,430.92,106.16,140.15
1981,71.54,299.30,263.77,41.33,139.84,116.26,72.20,335.05,298.98,32.78,204.70,70.20,67.48
1982,126.96,417.50,378.26,80.68,261.09,189.02,183.77,436.79,417.07,74.86,318.96,121.14,104.51
1983,118.77,545.80,496.66,34.10,281.31,234.45,154.02,521.20,545.23,55.79,408.20,94.35,125.88
1984,86.92,391.30,345.14,25.90,161.29,154.75,92.52,410.08,390.90,33.83,261.86,91.17,93.29
1985,111.95,388.00,355.77,74.30,260.02,190.30,191.49,386.31,387.61,76.28,307.16,75.72,98.72
1986,118.17,511.50,436.93,77.22,215.03,181.07,158.86,528.05,510.96,67.16,314.64,101.95,108.05
1987,92.46,351.80,312.21,71.68,184.02,141.99,121.13,386.09,351.44,54.09,247.83,77.47,82.21
1988,165.75,642.80,571.69,73.06,358.68,283.92,271.80,613.01,642.14,96.57,456.01,137.95,154.48
1989,74.63,285.90,264.09,39.07,169.93,133.22,141.76,289.97,285.60,48.13,226.25,48.87,68.97
1990,94.17,331.90,304.20,58.68,200.55,156.38,131.28,346.28,331.56,56.91,258.85,77.05,89.71
1991,145.30,630.90,566.20,68.86,337.92,264.61,226.25,634.54,630.22,80.31,458.15,104.44,143.03
1992,132.85,608.30,533.81,66.78,275.54,230.16,169.87,618.15,607.65,63.16,407.27,116.10,126.57
1993,91.87,361.80,324.20,52.74,174.81,146.87,127.96,336.97,361.39,51.01,257.31,86.11,76.11
1994,142.42,568.30,521.23,63.02,317.78,252.22,220.93,602.18,567.72,78.09,438.75,114.46,132.11
1995,67.82,253.40,225.15,31.22,131.22,109.36,87.67,265.87,253.14,35.55,178.16,66.56,68.29
1996,93.40,381.20,340.65,32.68,208.76,162.88,136.98,389.53,380.81,47.03,274.58,82.88,94.62
1997,119.25,495.50,437.80,65.61,244.82,200.93,163.28,497.81,494.98,62.39,341.56,104.05,114.20
1998,84.60,346.20,303.38,40.85,179.54,149.27,121.88,347.71,345.84,47.47,234.22,68.58,83.30
1999,61.60,233.10,205.09,33.58,139.86,103.42,108.84,229.85,232.87,39.77,162.87,44.06,59.68
2000,86.96,376.00,337.52,38.31,190.19,153.27,124.20,406.36,375.61,42.45,271.11,73.21,85.22
2001,93.27,382.10,331.21,42.06,183.30,150.14,119.11,404.72,381.70,49.24,248.58,88.37,84.98
2002,112.58,480.00,425.33,46.48,248.40,193.90,160.37,496.41,479.49,57.50,335.54,97.10,106.43
2003,123.72,579.30,508.71,40.76,261.14,229.25,159.73,613.60,578.69,57.52,386.80,104.25,130.81
2004,86.48,354.50,319.08,36.22,198.54,151.92,129.24,364.05,354.12,45.00,261.37,72.93,79.62
2005,80.08,338.00,294.75,28.27,154.85,132.57,94.03,359.81,337.65,36.72,222.44,81.82,79.33
2006,85.88,341.40,302.24,39.46,169.22,142.40,109.19,353.56,341.05,43.22,236.01,83.57,79.54
2007,85.83,321.60,286.11,38.32,175.66,140.02,118.02,332.82,321.27,46.83,228.59,81.36,77.71
2008,63.81,277.80,248.91,29.83,145.31,115.36,91.06,285.40,277.51,32.46,200.33,50.46,62.95
2009,70.72,309.50,272.06,29.90,140.13,121.29,86.36,332.39,309.18,33.07,207.81,66.06,70.23
2010,96.29,371.10,339.43,40.24,229.53,175.64,161.11,354.05,370.72,57.39,288.00,71.34,92.49
2011,96.84,387.00,340.72,48.80,187.27,158.96,130.80,416.58,386.60,52.22,262.44,88.05,90.47
2012,91.51,423.00,376.40,38.31,204.76,168.04,125.68,451.77,422.55,45.11,296.73,70.54,93.48
2013,106.77,441.40,390.63,51.28,251.10,181.65,160.24,455.53,440.93,56.85,313.32,87.87,97.13
2014,105.58,364.80,329.74,80.23,215.71,165.67,153.83,359.81,364.43,67.19,273.58,86.68,91.02
2015,94.24,390.10,345.37,47.93,200.29,156.06,130.72,402.56,389.69,50.12,272.44,81.79,88.06
2016,94.93,382.60,337.91,49.53,191.85,160.67,121.01,395.18,382.21,50.91,263.67,83.67,93.20
2017,50.21,175.30,158.67,40.31,111.27,80.51,76.43,177.23,175.11,35.41,133.49,34.18,40.99
2018,110.78,440.10,390.96,66.38,239.54,181.19,159.75,456.04,439.63,62.76,312.69,92.15,95.95
2019,102.71,429.40,380.18,45.19,230.57,180.32,152.25,447.71,428.95,56.48,300.80,81.63,98.58
2020,129.81,544.80,487.10,58.06,294.78,225.68,198.00,554.44,544.22,69.82,392.99,104.97,121.66
